Lea State,LEA,School State,School,ID,Year,Category,Amount,Full Time Equivalent (FTE),American Indian or Alaska Native,Asian,Hawaiian/ Pacific Islander,Hispanic,Black,White,Two or more races,Total,SWD (IDEA-Eligible),SWD (Section 504 only),LEP
NJ,LIVINGSTON TOWNSHIP,NJ,COLLINS,340882002134,2011,Personnel salaries at school level - total,2258989.00,,,,,,,,,,,,
NJ,LIVINGSTON TOWNSHIP,NJ,COLLINS,340882002134,2011,Personnel salaries at school level - instructional staff only,1792098.00,,,,,,,,,,,,
NJ,LIVINGSTON TOWNSHIP,NJ,COLLINS,340882002134,2011,Non-personnel expenditures at school level,169473.00,,,,,,,,,,,,
NJ,LIVINGSTON TOWNSHIP,NJ,COLLINS,340882002134,2011,Personnel salaries at school level - teachers only,1792098.00,23.00,,,,,,,,,,,
NJ,LIVINGSTON TOWNSHIP,NJ,COLLINS,340882002134,2011,Total enrollment,,,0.00,94.00,2.00,4.00,7.00,292.00,19.00,418.00,62.00,7.00,28.00
NJ,LIVINGSTON TOWNSHIP,NJ,HILLSIDE,340882002138,2011,Personnel salaries at school level - total,1970942.00,,,,,,,,,,,,
NJ,LIVINGSTON TOWNSHIP,NJ,HILLSIDE,340882002138,2011,Personnel salaries at school level - instructional staff only,1435580.00,,,,,,,,,,,,
NJ,LIVINGSTON TOWNSHIP,NJ,HILLSIDE,340882002138,2011,Non-personnel expenditures at school level,149014.00,,,,,,,,,,,,
NJ,LIVINGSTON TOWNSHIP,NJ,HILLSIDE,340882002138,2011,Personnel salaries at school level - teachers only,1435580.00,22.00,,,,,,,,,,,
NJ,LIVINGSTON TOWNSHIP,NJ,HILLSIDE,340882002138,2011,Total enrollment,,,0.00,112.00,2.00,7.00,4.00,262.00,10.00,397.00,53.00,2.00,22.00
NJ,LIVINGSTON TOWNSHIP,NJ,LIVINGSTON SR  HIGH,340882002126,2011,Personnel salaries at school level - total,12557184.00,,,,,,,,,,,,
NJ,LIVINGSTON TOWNSHIP,NJ,LIVINGSTON SR  HIGH,340882002126,2011,Personnel salaries at school level - instructional staff only,10920884.00,,,,,,,,,,,,
NJ,LIVINGSTON TOWNSHIP,NJ,LIVINGSTON SR  HIGH,340882002126,2011,Non-personnel expenditures at school level,1136579.00,,,,,,,,,,,,
NJ,LIVINGSTON TOWNSHIP,NJ,LIVINGSTON SR  HIGH,340882002126,2011,Personnel salaries at school level - teachers only,10920884.00,135.00,,,,,,,,,,,
NJ,LIVINGSTON TOWNSHIP,NJ,LIVINGSTON SR  HIGH,340882002126,2011,Total enrollment,,,2.00,415.00,4.00,43.00,52.00,1195.00,46.00,1757.00,239.00,52.00,16.00
NJ,LIVINGSTON PUBLIC SCHOOLS SCHOOL DISTRICT,NJ,COLLINS ELEMENTARY SCHOOL,340882002134,2013,Personnel salaries at school level - total,2868728.00,,,,,,,,,,,,
